<?xml version="1.0" encoding="UTF-8" standalone="no"?>
<!DOCTYPE log SYSTEM "logger.dtd">
<log>
</log>
[11/05/2017 13:50:40] >> Logger created
[11/05/2017 13:50:40] >> Abstraction
[11/05/2017 13:50:40] >> === Experiment #0 ===
[11/05/2017 13:50:41] >> ex0ep100 mean: 2614.57
[11/05/2017 13:50:42] >> ex0ep200 mean: 2568.39
[11/05/2017 13:50:43] >> ex0ep300 mean: 2498.39
[11/05/2017 13:50:44] >> ex0ep400 mean: 2467.22
[11/05/2017 13:50:44] >> ex0ep500 mean: 2192.44
[11/05/2017 13:50:45] >> ex0ep600 mean: 2225.7
[11/05/2017 13:50:46] >> ex0ep700 mean: 2434.66
[11/05/2017 13:50:47] >> ex0ep800 mean: 2744.61
[11/05/2017 13:50:48] >> ex0ep900 mean: 2758.03
