<?xml version="1.0" encoding="UTF-8" standalone="no"?>
<!DOCTYPE log SYSTEM "logger.dtd">
<log>
</log>
[16/05/2017 16:56:28] >> Logger created
[16/05/2017 16:56:28] >> Abstraction
[16/05/2017 16:56:28] >> === Experiment #0 ===
[16/05/2017 16:56:28] >> ex0ep100 mean: 225.72
[16/05/2017 16:56:28] >> ex0ep200 mean: 83.3
[16/05/2017 16:56:28] >> ex0ep300 mean: 55.05
[16/05/2017 16:56:28] >> ex0ep400 mean: 56.87
[16/05/2017 16:56:28] >> ex0ep500 mean: 54.67
[16/05/2017 16:56:28] >> ex0ep600 mean: 46.68
[16/05/2017 16:56:28] >> ex0ep700 mean: 48.55
[16/05/2017 16:56:28] >> ex0ep800 mean: 46.57
[16/05/2017 16:56:28] >> ex0ep900 mean: 45.43
[16/05/2017 16:56:28] >> ex0ep1000 mean: 42.95
[16/05/2017 16:56:28] >> ex0ep1100 mean: 45.03
[16/05/2017 16:56:28] >> ex0ep1200 mean: 41.21
[16/05/2017 16:56:28] >> ex0ep1300 mean: 44.69
[16/05/2017 16:56:28] >> ex0ep1400 mean: 106.34
[16/05/2017 16:56:28] >> ex0ep1500 mean: 59.33
[16/05/2017 16:56:28] >> ex0ep1600 mean: 68.74
[16/05/2017 16:56:28] >> ex0ep1700 mean: 64.12
[16/05/2017 16:56:28] >> ex0ep1800 mean: 50.85
[16/05/2017 16:56:28] >> ex0ep1900 mean: 49.76
[16/05/2017 16:56:28] >> ex0ep2000 mean: 67.9
[16/05/2017 16:56:28] >> ex0ep2100 mean: 42.9
[16/05/2017 16:56:28] >> ex0ep2200 mean: 35.77
[16/05/2017 16:56:28] >> ex0ep2300 mean: 49.1
[16/05/2017 16:56:28] >> ex0ep2400 mean: 53.39
[16/05/2017 16:56:28] >> ex0ep2500 mean: 47.14
[16/05/2017 16:56:28] >> ex0ep2600 mean: 42.3
[16/05/2017 16:56:28] >> ex0ep2700 mean: 47.5
[16/05/2017 16:56:29] >> ex0ep2800 mean: 44.83
[16/05/2017 16:56:29] >> ex0ep2900 mean: 45.02
[16/05/2017 16:56:29] >> ex0ep3000 mean: 46.45
[16/05/2017 16:56:29] >> ex0ep3100 mean: 39.59
[16/05/2017 16:56:29] >> ex0ep3200 mean: 45.45
[16/05/2017 16:56:29] >> ex0ep3300 mean: 48.23
[16/05/2017 16:56:29] >> ex0ep3400 mean: 49.23
[16/05/2017 16:56:29] >> ex0ep3500 mean: 47.67
[16/05/2017 16:56:29] >> ex0ep3600 mean: 40.83
[16/05/2017 16:56:29] >> ex0ep3700 mean: 40.19
[16/05/2017 16:56:29] >> ex0ep3800 mean: 46.31
[16/05/2017 16:56:29] >> ex0ep3900 mean: 43.91
[16/05/2017 16:56:29] >> ex0ep4000 mean: 39.96
[16/05/2017 16:56:29] >> ex0ep4100 mean: 47.57
[16/05/2017 16:56:29] >> ex0ep4200 mean: 47.31
[16/05/2017 16:56:29] >> ex0ep4300 mean: 45.02
[16/05/2017 16:56:29] >> ex0ep4400 mean: 50.24
[16/05/2017 16:56:29] >> ex0ep4500 mean: 41.46
[16/05/2017 16:56:29] >> ex0ep4600 mean: 40.4
[16/05/2017 16:56:29] >> ex0ep4700 mean: 44.55
[16/05/2017 16:56:29] >> ex0ep4800 mean: 35.84
[16/05/2017 16:56:29] >> ex0ep4900 mean: 39.28
[16/05/2017 16:56:29] >> ex0ep5000 mean: 43.86
[16/05/2017 16:56:29] >> ex0ep5100 mean: 39.15
[16/05/2017 16:56:29] >> ex0ep5200 mean: 43.7
[16/05/2017 16:56:29] >> ex0ep5300 mean: 38.8
[16/05/2017 16:56:29] >> ex0ep5400 mean: 40.15
[16/05/2017 16:56:29] >> ex0ep5500 mean: 42.49
[16/05/2017 16:56:29] >> ex0ep5600 mean: 44.74
[16/05/2017 16:56:29] >> ex0ep5700 mean: 43.78
[16/05/2017 16:56:29] >> ex0ep5800 mean: 47.14
[16/05/2017 16:56:29] >> ex0ep5900 mean: 40.06
[16/05/2017 16:56:29] >> ex0ep6000 mean: 34.29
[16/05/2017 16:56:29] >> ex0ep6100 mean: 34.6
[16/05/2017 16:56:29] >> ex0ep6200 mean: 37.23
[16/05/2017 16:56:29] >> ex0ep6300 mean: 33.43
[16/05/2017 16:56:29] >> ex0ep6400 mean: 36.4
[16/05/2017 16:56:29] >> ex0ep6500 mean: 38.95
[16/05/2017 16:56:29] >> ex0ep6600 mean: 37.49
[16/05/2017 16:56:29] >> ex0ep6700 mean: 33.37
[16/05/2017 16:56:29] >> ex0ep6800 mean: 33.6
[16/05/2017 16:56:29] >> ex0ep6900 mean: 31.91
[16/05/2017 16:56:29] >> ex0ep7000 mean: 34.36
[16/05/2017 16:56:29] >> ex0ep7100 mean: 38.86
[16/05/2017 16:56:29] >> ex0ep7200 mean: 32.81
[16/05/2017 16:56:29] >> ex0ep7300 mean: 32.39
[16/05/2017 16:56:29] >> ex0ep7400 mean: 35.63
[16/05/2017 16:56:29] >> ex0ep7500 mean: 35.61
[16/05/2017 16:56:29] >> ex0ep7600 mean: 35.64
[16/05/2017 16:56:29] >> ex0ep7700 mean: 37.81
[16/05/2017 16:56:29] >> ex0ep7800 mean: 33.86
[16/05/2017 16:56:29] >> ex0ep7900 mean: 36.62
[16/05/2017 16:56:29] >> ex0ep8000 mean: 35.29
[16/05/2017 16:56:29] >> ex0ep8100 mean: 35.17
[16/05/2017 16:56:29] >> ex0ep8200 mean: 31.22
[16/05/2017 16:56:29] >> ex0ep8300 mean: 36.15
[16/05/2017 16:56:29] >> ex0ep8400 mean: 37.85
[16/05/2017 16:56:29] >> ex0ep8500 mean: 33.03
[16/05/2017 16:56:29] >> ex0ep8600 mean: 34.22
[16/05/2017 16:56:29] >> ex0ep8700 mean: 34.26
[16/05/2017 16:56:29] >> ex0ep8800 mean: 33.45
[16/05/2017 16:56:29] >> ex0ep8900 mean: 38.68
[16/05/2017 16:56:29] >> ex0ep9000 mean: 41.28
[16/05/2017 16:56:29] >> ex0ep9100 mean: 34.44
[16/05/2017 16:56:29] >> ex0ep9200 mean: 36.31
[16/05/2017 16:56:29] >> ex0ep9300 mean: 35.59
[16/05/2017 16:56:29] >> ex0ep9400 mean: 36.32
[16/05/2017 16:56:29] >> ex0ep9500 mean: 37.12
[16/05/2017 16:56:29] >> ex0ep9600 mean: 34.86
[16/05/2017 16:56:29] >> ex0ep9700 mean: 35.63
[16/05/2017 16:56:29] >> ex0ep9800 mean: 31.43
[16/05/2017 16:56:29] >> ex0ep9900 mean: 33.15
[16/05/2017 16:56:29] >> ex0ep10000 mean: 33.05
[16/05/2017 16:56:29] >> ex0ep10100 mean: 35.12
[16/05/2017 16:56:29] >> ex0ep10200 mean: 30.74
[16/05/2017 16:56:29] >> ex0ep10300 mean: 34.27
[16/05/2017 16:56:29] >> ex0ep10400 mean: 34.62
[16/05/2017 16:56:29] >> ex0ep10500 mean: 34.05
[16/05/2017 16:56:29] >> ex0ep10600 mean: 34.21
[16/05/2017 16:56:29] >> ex0ep10700 mean: 40.79
[16/05/2017 16:56:29] >> ex0ep10800 mean: 31.36
[16/05/2017 16:56:29] >> ex0ep10900 mean: 33.37
[16/05/2017 16:56:29] >> ex0ep11000 mean: 35.59
[16/05/2017 16:56:29] >> ex0ep11100 mean: 39.78
[16/05/2017 16:56:29] >> ex0ep11200 mean: 32.5
[16/05/2017 16:56:29] >> ex0ep11300 mean: 34.46
[16/05/2017 16:56:29] >> ex0ep11400 mean: 35.52
[16/05/2017 16:56:29] >> ex0ep11500 mean: 32.66
[16/05/2017 16:56:29] >> ex0ep11600 mean: 37.23
[16/05/2017 16:56:29] >> ex0ep11700 mean: 35.72
[16/05/2017 16:56:30] >> ex0ep11800 mean: 37.56
[16/05/2017 16:56:30] >> ex0ep11900 mean: 35.86
[16/05/2017 16:56:30] >> ex0ep12000 mean: 35.26
[16/05/2017 16:56:30] >> ex0ep12100 mean: 34.57
[16/05/2017 16:56:30] >> ex0ep12200 mean: 33.51
[16/05/2017 16:56:30] >> ex0ep12300 mean: 34.82
[16/05/2017 16:56:30] >> ex0ep12400 mean: 34.72
[16/05/2017 16:56:30] >> ex0ep12500 mean: 35.29
[16/05/2017 16:56:30] >> ex0ep12600 mean: 30.96
[16/05/2017 16:56:30] >> ex0ep12700 mean: 33.91
[16/05/2017 16:56:30] >> ex0ep12800 mean: 35.35
[16/05/2017 16:56:30] >> ex0ep12900 mean: 34.36
[16/05/2017 16:56:30] >> ex0ep13000 mean: 36.5
[16/05/2017 16:56:30] >> ex0ep13100 mean: 38.18
[16/05/2017 16:56:30] >> ex0ep13200 mean: 37.09
[16/05/2017 16:56:30] >> ex0ep13300 mean: 32.97
[16/05/2017 16:56:30] >> ex0ep13400 mean: 31.91
[16/05/2017 16:56:30] >> ex0ep13500 mean: 36.18
[16/05/2017 16:56:30] >> ex0ep13600 mean: 37.24
[16/05/2017 16:56:30] >> ex0ep13700 mean: 38.09
[16/05/2017 16:56:30] >> ex0ep13800 mean: 34.36
[16/05/2017 16:56:30] >> ex0ep13900 mean: 37.14
[16/05/2017 16:56:30] >> ex0ep14000 mean: 37.77
[16/05/2017 16:56:30] >> ex0ep14100 mean: 36.38
[16/05/2017 16:56:30] >> ex0ep14200 mean: 36.72
[16/05/2017 16:56:30] >> ex0ep14300 mean: 34.42
[16/05/2017 16:56:30] >> ex0ep14400 mean: 33.14
[16/05/2017 16:56:30] >> ex0ep14500 mean: 30.29
[16/05/2017 16:56:30] >> ex0ep14600 mean: 34.05
[16/05/2017 16:56:30] >> ex0ep14700 mean: 31.37
[16/05/2017 16:56:30] >> ex0ep14800 mean: 34.28
[16/05/2017 16:56:30] >> ex0ep14900 mean: 32.61
[16/05/2017 16:56:30] >> ex0ep15000 mean: 34.67
[16/05/2017 16:56:30] >> ex0ep15100 mean: 35.41
[16/05/2017 16:56:30] >> ex0ep15200 mean: 33.43
[16/05/2017 16:56:30] >> ex0ep15300 mean: 36.45
[16/05/2017 16:56:30] >> ex0ep15400 mean: 35.65
[16/05/2017 16:56:30] >> ex0ep15500 mean: 32.59
[16/05/2017 16:56:30] >> ex0ep15600 mean: 34.96
[16/05/2017 16:56:30] >> ex0ep15700 mean: 36.93
[16/05/2017 16:56:30] >> ex0ep15800 mean: 32.15
[16/05/2017 16:56:30] >> ex0ep15900 mean: 34.26
[16/05/2017 16:56:30] >> ex0ep16000 mean: 36.11
[16/05/2017 16:56:30] >> ex0ep16100 mean: 32.58
[16/05/2017 16:56:30] >> ex0ep16200 mean: 33.67
[16/05/2017 16:56:30] >> ex0ep16300 mean: 29.31
[16/05/2017 16:56:30] >> ex0ep16400 mean: 35.4
[16/05/2017 16:56:30] >> ex0ep16500 mean: 33.94
[16/05/2017 16:56:30] >> ex0ep16600 mean: 32.77
[16/05/2017 16:56:30] >> ex0ep16700 mean: 34.46
[16/05/2017 16:56:30] >> ex0ep16800 mean: 31.68
[16/05/2017 16:56:30] >> ex0ep16900 mean: 33.07
[16/05/2017 16:56:30] >> ex0ep17000 mean: 36.98
[16/05/2017 16:56:30] >> ex0ep17100 mean: 34.19
[16/05/2017 16:56:30] >> ex0ep17200 mean: 34.01
[16/05/2017 16:56:30] >> ex0ep17300 mean: 32.27
[16/05/2017 16:56:30] >> ex0ep17400 mean: 29.68
[16/05/2017 16:56:30] >> ex0ep17500 mean: 36.23
[16/05/2017 16:56:30] >> ex0ep17600 mean: 33.12
[16/05/2017 16:56:30] >> ex0ep17700 mean: 33.78
[16/05/2017 16:56:30] >> ex0ep17800 mean: 34.09
[16/05/2017 16:56:30] >> ex0ep17900 mean: 34.88
[16/05/2017 16:56:30] >> ex0ep18000 mean: 34.04
[16/05/2017 16:56:30] >> ex0ep18100 mean: 33.25
[16/05/2017 16:56:30] >> ex0ep18200 mean: 32.21
[16/05/2017 16:56:30] >> ex0ep18300 mean: 36.45
[16/05/2017 16:56:30] >> ex0ep18400 mean: 33.46
[16/05/2017 16:56:30] >> ex0ep18500 mean: 38.04
[16/05/2017 16:56:30] >> ex0ep18600 mean: 37.67
[16/05/2017 16:56:30] >> ex0ep18700 mean: 33.4
[16/05/2017 16:56:30] >> ex0ep18800 mean: 31.33
[16/05/2017 16:56:30] >> ex0ep18900 mean: 31.67
[16/05/2017 16:56:30] >> ex0ep19000 mean: 31.85
[16/05/2017 16:56:30] >> ex0ep19100 mean: 30.91
[16/05/2017 16:56:30] >> ex0ep19200 mean: 30.45
[16/05/2017 16:56:30] >> ex0ep19300 mean: 34.74
[16/05/2017 16:56:30] >> ex0ep19400 mean: 34.4
[16/05/2017 16:56:30] >> ex0ep19500 mean: 36.33
[16/05/2017 16:56:30] >> ex0ep19600 mean: 35.37
[16/05/2017 16:56:30] >> ex0ep19700 mean: 33.32
[16/05/2017 16:56:30] >> ex0ep19800 mean: 33.36
[16/05/2017 16:56:30] >> ex0ep19900 mean: 35.59
[16/05/2017 16:56:30] >> ex0ep20000 mean: 32.45
[16/05/2017 16:56:30] >> ex0ep20100 mean: 31.57
[16/05/2017 16:56:30] >> ex0ep20200 mean: 34.48
[16/05/2017 16:56:30] >> ex0ep20300 mean: 34.61
[16/05/2017 16:56:30] >> ex0ep20400 mean: 34.03
[16/05/2017 16:56:30] >> ex0ep20500 mean: 34.81
[16/05/2017 16:56:30] >> ex0ep20600 mean: 32.02
[16/05/2017 16:56:30] >> ex0ep20700 mean: 33.24
[16/05/2017 16:56:30] >> ex0ep20800 mean: 35.92
[16/05/2017 16:56:30] >> ex0ep20900 mean: 31.02
[16/05/2017 16:56:30] >> ex0ep21000 mean: 28.66
