<?xml version="1.0" encoding="UTF-8" standalone="no"?>
<!DOCTYPE log SYSTEM "logger.dtd">
<log>
</log>
[16/05/2017 16:25:06] >> Logger created
[16/05/2017 16:25:07] >> Abstraction
[16/05/2017 16:25:07] >> === Experiment #0 ===
[16/05/2017 16:25:08] >> ex0ep100 mean: 2655.59
[16/05/2017 16:25:08] >> ex0ep200 mean: 2502.06
[16/05/2017 16:25:09] >> ex0ep300 mean: 2640.33
[16/05/2017 16:25:10] >> ex0ep400 mean: 2367.28
[16/05/2017 16:25:10] >> ex0ep500 mean: 2617.34
[16/05/2017 16:25:11] >> ex0ep600 mean: 2705.16
[16/05/2017 16:25:12] >> ex0ep700 mean: 2614.52
[16/05/2017 16:25:12] >> ex0ep800 mean: 2712.49
[16/05/2017 16:25:13] >> ex0ep900 mean: 2400.22
[16/05/2017 16:25:14] >> ex0ep1000 mean: 2373.75
[16/05/2017 16:25:14] >> ex0ep1100 mean: 2168.68
[16/05/2017 16:25:15] >> ex0ep1200 mean: 2136.64
[16/05/2017 16:25:15] >> ex0ep1300 mean: 2069.08
[16/05/2017 16:25:16] >> ex0ep1400 mean: 2305.25
[16/05/2017 16:25:16] >> ex0ep1500 mean: 2271.42
[16/05/2017 16:25:17] >> ex0ep1600 mean: 2176.69
[16/05/2017 16:25:17] >> ex0ep1700 mean: 2421.05
[16/05/2017 16:25:18] >> ex0ep1800 mean: 2252.18
[16/05/2017 16:25:19] >> ex0ep1900 mean: 2167.54
[16/05/2017 16:25:19] >> ex0ep2000 mean: 2467.31
[16/05/2017 16:25:20] >> ex0ep2100 mean: 2169.91
[16/05/2017 16:25:20] >> ex0ep2200 mean: 2049.0
[16/05/2017 16:25:21] >> ex0ep2300 mean: 2246.78
[16/05/2017 16:25:21] >> ex0ep2400 mean: 2006.81
[16/05/2017 16:25:22] >> ex0ep2500 mean: 1756.61
[16/05/2017 16:25:22] >> ex0ep2600 mean: 2288.16
[16/05/2017 16:25:23] >> ex0ep2700 mean: 1911.12
[16/05/2017 16:25:23] >> ex0ep2800 mean: 2232.32
[16/05/2017 16:25:24] >> ex0ep2900 mean: 2083.2
[16/05/2017 16:25:24] >> ex0ep3000 mean: 1917.43
[16/05/2017 16:25:25] >> ex0ep3100 mean: 2030.52
[16/05/2017 16:25:25] >> ex0ep3200 mean: 2026.41
[16/05/2017 16:25:26] >> ex0ep3300 mean: 2253.76
[16/05/2017 16:25:26] >> ex0ep3400 mean: 1978.28
[16/05/2017 16:25:27] >> ex0ep3500 mean: 1948.77
[16/05/2017 16:25:27] >> ex0ep3600 mean: 2010.23
[16/05/2017 16:25:28] >> ex0ep3700 mean: 1741.1
[16/05/2017 16:25:28] >> ex0ep3800 mean: 1944.87
[16/05/2017 16:25:29] >> ex0ep3900 mean: 1895.44
[16/05/2017 16:25:29] >> ex0ep4000 mean: 1780.71
[16/05/2017 16:25:30] >> ex0ep4100 mean: 1662.64
[16/05/2017 16:25:30] >> ex0ep4200 mean: 1942.23
[16/05/2017 16:25:30] >> ex0ep4300 mean: 1848.7
[16/05/2017 16:25:31] >> ex0ep4400 mean: 1775.52
[16/05/2017 16:25:31] >> ex0ep4500 mean: 1961.52
[16/05/2017 16:25:32] >> ex0ep4600 mean: 1634.81
[16/05/2017 16:25:32] >> ex0ep4700 mean: 1633.38
[16/05/2017 16:25:33] >> ex0ep4800 mean: 1577.87
[16/05/2017 16:25:33] >> ex0ep4900 mean: 1721.17
[16/05/2017 16:25:34] >> ex0ep5000 mean: 1603.54
[16/05/2017 16:25:34] >> ex0ep5100 mean: 1766.64
