<?xml version="1.0" encoding="UTF-8" standalone="no"?>
<!DOCTYPE log SYSTEM "logger.dtd">
<log>
</log>
[11/05/2017 14:00:13] >> Logger created
[11/05/2017 14:00:13] >> Abstraction
[11/05/2017 14:00:13] >> === Experiment #0 ===
[11/05/2017 14:00:13] >> ex0ep100 mean: 1523.65
[11/05/2017 14:00:13] >> ex0ep200 mean: 840.6
[11/05/2017 14:00:13] >> ex0ep300 mean: 683.18
[11/05/2017 14:00:14] >> ex0ep400 mean: 688.26
[11/05/2017 14:00:14] >> ex0ep500 mean: 616.27
[11/05/2017 14:00:14] >> ex0ep600 mean: 500.82
[11/05/2017 14:00:14] >> ex0ep700 mean: 485.89
[11/05/2017 14:00:14] >> ex0ep800 mean: 872.29
[11/05/2017 14:00:14] >> ex0ep900 mean: 702.21
[11/05/2017 14:00:14] >> ex0ep1000 mean: 827.46
[11/05/2017 14:00:14] >> ex0ep1100 mean: 913.64
[11/05/2017 14:00:15] >> ex0ep1200 mean: 735.01
[11/05/2017 14:00:15] >> ex0ep1300 mean: 860.73
[11/05/2017 14:00:15] >> ex0ep1400 mean: 969.99
[11/05/2017 14:00:15] >> ex0ep1500 mean: 1218.39
[11/05/2017 14:00:15] >> ex0ep1600 mean: 646.5
[11/05/2017 14:00:15] >> ex0ep1700 mean: 766.7
[11/05/2017 14:00:15] >> ex0ep1800 mean: 1036.28
[11/05/2017 14:00:16] >> ex0ep1900 mean: 600.22
[11/05/2017 14:00:16] >> ex0ep2000 mean: 502.51
[11/05/2017 14:00:16] >> ex0ep2100 mean: 841.06
[11/05/2017 14:00:16] >> ex0ep2200 mean: 653.22
[11/05/2017 14:00:16] >> ex0ep2300 mean: 739.81
[11/05/2017 14:00:16] >> ex0ep2400 mean: 615.82
[11/05/2017 14:00:16] >> ex0ep2500 mean: 582.03
[11/05/2017 14:00:16] >> ex0ep2600 mean: 728.84
[11/05/2017 14:00:16] >> ex0ep2700 mean: 496.61
[11/05/2017 14:00:16] >> ex0ep2800 mean: 581.58
[11/05/2017 14:00:17] >> ex0ep2900 mean: 440.25
[11/05/2017 14:00:17] >> ex0ep3000 mean: 668.05
[11/05/2017 14:00:17] >> ex0ep3100 mean: 876.75
